Track_id_org,Track_id,Gene_Name,Locus,Strand,Gene_Type,log2FC,Fold_Change,p_value,q_value,Test_FPKM,Control_FP,HOXD9-1,HOXD9-2,HOXD9-3,Vector-1,Vector-2,Vector-3,Upregulated
ENSG00000104765.15_3,ENSG00000104765.15,BNIP3L,chr8:262404,+,protein_coding,-0.426004,0.7443205,0.0054571,0.1925603,2.2025847,2.6285888,3.7573617,3.887838,3.1942011,4.8719987,5.4029132,5.2905508,0
ENSG00000105254.11_3,ENSG00000105254.11,TBCB,chr19:36605,+,protein_coding,0.3269661,1.2543727,0.0025666,0.1603768,4.2162803,3.8893142,17.688609,17.50816,17.566938,13.66389,13.062794,14.779014,1
ENSG00000105289.14_3,ENSG00000105289.14,TJP3,chr19:37081,+,protein_coding,-0.300984,0.8116985,0.0209499,0.2621516,3.5820707,3.8830548,10.690407,10.661364,11.599497,14.601803,12.340725,14.430988,0
ENSG00000105426.16_3,ENSG00000105426.16,PTPRS,chr19:51585,-,protein_coding,-0.308194,0.8076522,0.0169607,0.2499474,1.6215709,1.9297648,1.9723645,1.982044,2.2870652,2.9885391,2.4961331,2.9659706,0
ENSG00000105447.12_3,ENSG00000105447.12,GRWD1,chr19:48949,+,protein_coding,0.3150564,1.2440603,0.0068534,0.2047074,5.0153048,4.7002484,30.382038,30.008319,33.762596,26.090187,24.087871,24.850649,1
ENSG00000105514.7_3,ENSG00000105514.7,RAB3D,chr19:11432,-,protein_coding,-0.276165,0.8257833,0.0035713,0.1753067,3.7629423,4.0391072,12.732582,12.948479,12.061602,15.620791,14.69907,16.027531,0
ENSG00000105523.3_3,ENSG00000105523.3,FAM83E,chr19:49104,-,protein_coding,-0.277534,0.8249998,0.0017177,0.1452155,0.7525935,1.0301278,0.7129614,0.6473035,0.6948781,1.1168532,1.0562464,0.9567358,0
ENSG00000105538.9_3,ENSG00000105538.9,RASIP1,chr19:49223,-,protein_coding,-0.275793,0.8259964,0.0087076,0.2115899,2.3092392,2.5850317,3.6664186,3.8944557,4.3304355,5.100426,4.9827545,4.9190896,0
ENSG00000105707.13_2,ENSG00000105707.13,HPN,chr19:35531,+,protein_coding,-0.316583,0.8029696,0.0387413,0.3099894,1.2839637,1.6005465,1.2227103,1.3892501,1.7188813,2.1764073,1.788416,2.1487902,0
ENSG00000105732.12_3,ENSG00000105732.12,ZNF574,chr19:42572,+,protein_coding,0.2695193,1.2054061,0.0451963,0.3212296,4.2674547,3.9979354,17.983566,16.999005,19.905921,16.084559,13.559273,15.396531,1
ENSG00000105856.13_4,ENSG00000105856.13,HBP1,chr7:106809,+,protein_coding,-0.42608,0.7442812,0.0125373,0.2343664,1.8720054,2.2980857,2.9322284,2.7174222,2.3551252,3.4868041,4.3370648,3.9675079,0
ENSG00000105865.10_2,ENSG00000105865.10,DUS4L,chr7:107203,+,protein_coding,-0.311013,0.8060754,0.0328315,0.296321,1.199593,1.5106063,1.2417327,1.4200669,1.233208,1.5284942,2.1136252,1.9382257,0
ENSG00000105976.14_3,ENSG00000105976.14,MET,chr7:116312,+,protein_coding,-0.433619,0.740402,0.0383914,0.3089378,4.6042083,5.0378276,25.045713,26.264701,19.261772,29.839774,31.968572,33.865854,0
ENSG00000106070.17_3,ENSG00000106070.17,GRB10,chr7:506577,-,protein_coding,-0.272521,0.8278716,0.0074717,0.2074702,2.0017962,2.2743172,3.1872741,2.9512126,2.8827579,4.000272,3.5557413,3.9700462,0
ENSG00000106105.13_2,ENSG00000106105.13,GARS,chr7:306342,+,protein_coding,-0.425944,0.7443514,0.0034564,0.1733337,5.45528,5.8812243,43.538353,45.808694,39.508678,56.664126,56.6784,60.568109,0
ENSG00000106261.16_2,ENSG00000106261.16,ZKSCAN1,chr7:996131,+,protein_coding,-0.353577,0.7826412,0.0163543,0.2492933,2.4210767,2.7746538,4.7160711,4.6201897,3.7819114,6.0404233,5.5317338,5.9684279,0
ENSG00000106351.12_3,ENSG00000106351.12,AGFG2,chr7:100136,+,protein_coding,0.4143826,1.3327282,0.0272156,0.2832694,3.6621659,3.2477833,10.096428,11.53671,13.584737,8.6052603,7.9825863,8.9341351,1
ENSG00000107242.17_3,ENSG00000107242.17,PIP5K1B,chr9:713203,+,protein_coding,-0.478041,0.7179516,0.0034569,0.1733337,3.049492,3.5275334,7.4734712,7.5915935,6.7952599,9.5910891,11.273093,10.797377,0
ENSG00000107863.17_3,ENSG00000107863.17,ARHGAP21,chr10:24872,-,protein_coding,-0.459759,0.7271078,0.004481,0.1849138,2.3805992,2.840358,4.2934211,4.2945645,4.038817,6.9462113,5.9061467,5.6942653,0
ENSG00000107968.9_2,ENSG00000107968.9,MAP3K8,chr10:30722,+,protein_coding,-0.302005,0.8111244,0.0170253,0.2499474,2.7767891,3.078794,6.0667245,5.3500982,6.1728521,6.9298878,8.0092622,7.4425134,0
ENSG00000107984.9_2,ENSG00000107984.9,DKK1,chr10:54074,+,protein_coding,0.7179522,1.6448456,0.0002254,0.0943724,2.7449607,2.0270085,5.9491678,5.6385896,5.5303716,3.0295016,3.3491604,2.8629076,1
ENSG00000108106.13_2,ENSG00000108106.13,UBE2S,chr19:55911,-,protein_coding,0.3810627,1.3023008,0.0286641,0.2885442,6.9901933,6.6091305,122.66218,116.62359,140.26748,106.25586,87.102903,97.452856,1
ENSG00000108244.16_3,ENSG00000108244.16,KRT23,chr17:39078,-,protein_coding,-0.641839,0.6408955,0.0008121,0.1165864,2.4580108,3.0998498,4.6093701,4.4031662,4.4732147,7.7701267,6.8230047,8.1846768,0
ENSG00000108306.11_3,ENSG00000108306.11,FBXL20,chr17:37408,-,protein_coding,-0.343265,0.7882554,0.0029057,0.162509,1.0891901,1.4324551,1.2451435,1.0827756,1.0594445,1.6380084,1.8355661,1.6285721,0
ENSG00000108443.13_3,ENSG00000108443.13,RPS6KB1,chr17:57970,+,protein_coding,-0.340668,0.7896755,0.0312334,0.2933365,2.1580164,2.4986846,3.5855301,3.8168224,3.0246937,4.3278208,5.2275078,4.4409297,0
ENSG00000108523.15_3,ENSG00000108523.15,RNF167,chr17:48433,+,protein_coding,0.4772276,1.392066,0.0351206,0.3014271,5.0346211,4.5573935,28.8755,30.516207,36.399588,22.737994,25.978806,19.383075,1
ENSG00000108829.9_3,ENSG00000108829.9,LRRC59,chr17:48452,-,protein_coding,0.2911663,1.2236291,0.005118,0.1896292,5.7262538,5.4350875,52.707896,53.596284,49.596592,42.224081,40.236794,44.432063,1
ENSG00000108840.15_4,ENSG00000108840.15,HDAC5,chr17:42154,-,protein_coding,-0.279203,0.8240462,0.0483655,0.3264562,1.8104443,2.0896472,2.488938,2.1353104,2.944758,3.4129797,3.2112381,3.1495184,0
ENSG00000109255.11_2,ENSG00000109255.11,NMU,chr4:564613,-,protein_coding,0.4752733,1.3901816,0.0016705,0.1430793,3.198054,2.7227807,8.9538309,7.6417321,7.9854429,5.4870011,5.5677555,5.7523512,1
ENSG00000109618.11_2,ENSG00000109618.11,SEPSECS,chr4:251216,-,protein_coding,-0.306012,0.8088744,0.0292565,0.2885442,1.4838747,1.7898871,1.8691263,1.8541332,1.6720738,2.094693,2.794762,2.5206837,0
ENSG00000109654.14_3,ENSG00000109654.14,TRIM2,chr4:154073,+,protein_coding,-0.428749,0.7429055,0.0045644,0.1849138,2.0141614,2.4429109,3.3039517,3.063007,2.7692419,4.0739767,4.6588418,4.5987659,0
ENSG00000109670.13_3,ENSG00000109670.13,FBXW7,chr4:153242,-,protein_coding,-0.281032,0.8230021,0.0488826,0.3279747,2.3626219,2.6436539,4.3634611,4.2947961,3.7903338,4.6804859,5.9757777,5.1585609,0
ENSG00000109686.17_4,ENSG00000109686.17,SH3D19,chr4:152023,-,protein_coding,-0.308767,0.8073313,0.0143057,0.2410739,3.7916842,4.1004514,13.275235,13.621038,11.725374,16.007256,17.097595,15.399155,0
ENSG00000109756.8_3,ENSG00000109756.8,RAPGEF2,chr4:160025,+,protein_coding,-0.281416,0.8227833,0.0331077,0.2965163,2.6286068,2.9100224,5.8787438,5.1126356,4.6251076,6.5040391,6.7603303,6.2918336,0
ENSG00000109762.15_2,ENSG00000109762.15,SNX25,chr4:186125,+,protein_coding,-0.319986,0.8010779,0.0475855,0.3246711,2.0002065,2.320192,3.0549968,2.9619483,2.9853558,3.3801911,3.9530046,4.7409048,0
ENSG00000109787.12_2,ENSG00000109787.12,KLF3,chr4:386658,+,protein_coding,-0.38205,0.7673467,0.0041,0.182744,3.3684329,3.7504825,9.248825,9.9220813,8.8405308,11.673228,13.197376,12.549644,0
ENSG00000109971.13_4,ENSG00000109971.13,HSPA8,chr11:12292,-,protein_coding,0.437058,1.3538407,0.0055241,0.1927541,7.7583762,7.3213182,226.60371,229.15582,192.78073,158.14358,159.17943,159.47719,1
ENSG00000110047.17_2,ENSG00000110047.17,EHD1,chr11:64619,-,protein_coding,0.3309237,1.2578184,0.0008353,0.1187924,4.3986018,4.0676781,20.726196,19.463679,20.104053,16.326304,15.753252,15.243303,1
ENSG00000110195.12_2,ENSG00000110195.12,FOLR1,chr11:71900,+,protein_coding,-0.408639,0.7533336,0.0249832,0.2761127,1.8344324,2.2430716,2.2928465,2.5537505,2.8761371,4.3976608,3.3841816,3.4833371,0
ENSG00000110375.2_2,ENSG00000110375.2,UPK2,chr11:11879,+,protein_coding,-0.588494,0.6650368,0.0083844,0.210538,1.4107627,1.9992567,1.733986,1.4568686,1.7981272,3.5686669,2.5367652,2.9546948,0
ENSG00000110619.17_3,ENSG00000110619.17,CARS,chr11:30221,-,protein_coding,-0.464889,0.724527,2.85E-05,0.061109,2.8623709,3.3272596,6.3250087,6.2147193,6.2769758,9.0557053,8.7804268,9.2812153,0
ENSG00000110717.12_3,ENSG00000110717.12,NDUFS8,chr11:67798,+,protein_coding,0.265461,1.2020201,0.0127575,0.2349473,3.8188261,3.553365,13.107156,12.78479,13.451201,10.138978,10.421468,11.718651,1
ENSG00000110723.11_4,ENSG00000110723.11,EXPH5,chr11:10837,-,protein_coding,-0.506354,0.7039995,0.0184486,0.2558547,0.9990581,1.5054117,1.0952498,0.7768212,1.1446666,1.7827953,2.2309594,1.5451269,0
ENSG00000110871.14_3,ENSG00000110871.14,COQ5,chr12:12094,-,protein_coding,-0.317642,0.8023804,0.0066839,0.2040161,2.5287254,2.8463672,4.5926437,4.8730106,4.8504421,5.6616763,6.6069045,6.3406459,0
ENSG00000111057.10_3,ENSG00000111057.10,KRT18,chr12:53342,+,protein_coding,0.3107442,1.2403473,0.0018661,0.1515851,8.215847,7.9051028,293.6334,288.3222,307.30843,245.03083,228.14031,243.30265,1
ENSG00000111144.9_2,ENSG00000111144.9,LTA4H,chr12:96394,-,protein_coding,-0.274029,0.827007,0.0169426,0.2499474,3.632557,3.9065856,12.60811,11.041027,10.642989,13.739608,14.165334,14.088999,0
ENSG00000111252.10_2,ENSG00000111252.10,SH2B3,chr12:11184,+,protein_coding,-0.900698,0.5356274,6.68E-05,0.0781476,2.2602627,3.1609611,3.7118523,3.8030342,3.8586238,8.1309595,7.3520627,8.382577,0
ENSG00000111266.8_3,ENSG00000111266.8,DUSP16,chr12:12627,-,protein_coding,-0.309343,0.8070089,0.0002995,0.0943724,4.2083974,4.5177409,17.715093,17.187253,17.561047,21.312156,22.589193,21.838729,0
ENSG00000111269.2_2,ENSG00000111269.2,CREBL2,chr12:12764,+,protein_coding,-0.33485,0.7928666,0.0289703,0.2885442,3.2535601,3.5884101,9.54671,8.6036974,7.5645012,10.217242,11.454674,11.457726,0
ENSG00000111276.10_3,ENSG00000111276.10,CDKN1B,chr12:12867,+,protein_coding,-0.269875,0.8293912,0.0050805,0.1896292,5.0635767,5.3334521,32.77516,32.513652,32.040475,40.562013,40.777848,36.752401,0
ENSG00000111335.12_2,ENSG00000111335.12,OAS2,chr12:11341,+,protein_coding,0.7123492,1.6384699,0.000381,0.0950529,2.5360164,1.8236672,4.9108008,4.6489723,4.8429911,2.3124707,2.8320319,2.4942536,1
ENSG00000111371.15_3,ENSG00000111371.15,SLC38A1,chr12:46576,-,protein_coding,-0.542645,0.6865111,0.0095229,0.2139,4.2256206,4.7682657,19.235453,18.963314,15.209519,25.297808,28.316689,25.250559,0
ENSG00000111665.11_2,ENSG00000111665.11,CDCA3,chr12:69539,-,protein_coding,0.31856,1.2470851,0.0089868,0.2129568,3.458775,3.1402151,9.5631662,9.6536092,10.811206,7.7633459,7.4038315,8.3057098,1
ENSG00000111731.12_3,ENSG00000111731.12,C2CD5,chr12:22601,-,protein_coding,-0.388643,0.7638475,0.0310069,0.2925182,2.0674355,2.4560789,3.4857148,3.3167303,2.8027146,3.9508827,5.2021174,4.380686,0
ENSG00000111885.6_3,ENSG00000111885.6,MAN1A1,chr6:119498,-,protein_coding,-0.389011,0.7636529,0.0183887,0.2558547,1.9455431,2.3345541,3.179049,3.066041,2.363189,3.908889,4.188368,4.038467,0
ENSG00000111911.6_2,ENSG00000111911.6,HINT3,chr6:126277,+,protein_coding,-0.355066,0.7818338,0.0307924,0.2917611,1.8295795,2.1846456,2.934741,2.674532,2.10568,3.310882,3.635187,3.702168,0
ENSG00000111912.19_4,ENSG00000111912.19,NCOA7,chr6:126102,+,protein_coding,-0.535523,0.6899085,0.0343429,0.2993278,1.3556693,1.8911924,1.7572411,1.8889508,1.1041489,2.7907967,3.0919636,2.2904451,0
ENSG00000112110.9_2,ENSG00000112110.9,MRPL18,chr6:160210,+,protein_coding,0.2736429,1.2088564,0.0043242,0.1849138,5.3119358,5.0382929,37.596675,37.852818,40.800705,31.937063,32.988072,30.697168,1
ENSG00000112367.10_2,ENSG00000112367.10,FIG4,chr6:110012,+,protein_coding,-0.277741,0.8248816,0.0249248,0.2761127,2.1642415,2.4419825,3.5915796,3.6449043,3.2224642,3.9643132,4.5961036,4.7754393,0
ENSG00000112406.4_2,ENSG00000112406.4,HECA,chr6:139456,+,protein_coding,-0.437596,0.7383637,0.0155398,0.2460663,2.4483926,2.885989,5.029293,4.474683,3.925989,5.966272,7.112499,6.147475,0
ENSG00000112494.9_2,ENSG00000112494.9,UNC93A,chr6:167684,+,protein_coding,-0.491426,0.7113217,0.0119265,0.2323938,0.6320914,1.1235172,0.6574723,0.5505062,0.4484904,1.3352124,0.903847,1.3263697,0
ENSG00000112715.21_4,ENSG00000112715.21,VEGFA,chr6:437379,+,protein_coding,-0.455544,0.7292349,0.0001703,0.0943724,2.9560055,3.4115499,6.5553582,6.6350398,7.0997678,9.5499664,9.5522772,9.8227919,0
ENSG00000112759.16_2,ENSG00000112759.16,SLC29A1,chr6:441872,+,protein_coding,0.3193571,1.2477744,0.0010465,0.1292718,3.3850164,3.0656593,9.1067226,9.7503482,9.4940119,7.2973289,7.1483583,7.6807606,1
ENSG00000113407.13_3,ENSG00000113407.13,TARS,chr5:334408,+,protein_coding,-0.357001,0.7807858,0.0291106,0.2885442,4.6025918,4.9595931,25.927782,23.461735,20.770415,28.452301,32.773639,29.287388,0
ENSG00000114739.13_2,ENSG00000114739.13,ACVR2B,chr3:384953,+,protein_coding,-0.390954,0.762625,0.0024319,0.1571562,1.7444088,2.1353631,2.5031639,2.3974379,2.1604299,3.3198617,3.6196872,3.2495469,0
ENSG00000114742.13_3,ENSG00000114742.13,WDR48,chr3:390934,+,protein_coding,-0.295239,0.8149375,0.0270629,0.2827449,2.4367133,2.731952,4.8312731,4.3674604,4.0703641,5.1582287,6.1778449,5.63359,0
ENSG00000114744.8_2,ENSG00000114744.8,COMMD2,chr3:149456,-,protein_coding,-0.310849,0.806167,0.0491236,0.3287223,2.2076656,2.5185149,3.829063,3.9448817,3.1276413,4.1815454,4.8777537,5.1769622,0
ENSG00000114796.15_2,ENSG00000114796.15,KLHL24,chr3:183353,+,protein_coding,-0.326999,0.7971928,0.0007365,0.114143,0.4140699,0.7410692,0.3571001,0.3556803,0.2857994,0.6205664,0.7148791,0.6801647,0
ENSG00000114861.18_3,ENSG00000114861.18,FOXP1,chr3:710038,-,protein_coding,-0.416428,0.7492774,0.0051407,0.1896292,2.8837594,3.3001876,6.6569017,6.7789855,5.7502244,8.3688454,9.2343555,8.9682708,0
ENSG00000115350.11_2,ENSG00000115350.11,POLE4,chr2:751856,+,protein_coding,0.333925,1.2604379,0.0044949,0.1849138,2.401822,2.067897,3.897191,4.4822151,4.497412,3.2967698,3.117191,3.166333,1
ENSG00000115386.5_2,ENSG00000115386.5,REG1A,chr2:793474,+,protein_coding,-0.543648,0.6860338,4.65E-05,0.061109,3.3713728,3.9150211,9.4103596,9.4897919,9.1489326,13.707716,13.968232,14.591957,0
ENSG00000115457.9_3,ENSG00000115457.9,IGFBP2,chr2:217497,+,protein_coding,-0.281783,0.8225737,0.0128957,0.2354662,2.0582055,2.3399887,2.9451283,3.037899,3.5344878,4.2013724,3.9337954,4.0573298,0
ENSG00000115548.16_2,ENSG00000115548.16,KDM3A,chr2:866677,+,protein_coding,-0.339554,0.7902857,0.0049865,0.1891494,1.5000198,1.8395737,1.9307031,1.7902014,1.7672315,2.3698735,2.8396151,2.5432294,0
ENSG00000115758.12_3,ENSG00000115758.12,ODC1,chr2:105800,-,protein_coding,0.285677,1.2189821,0.0004751,0.1106916,6.2590451,5.9733681,76.551932,76.532648,73.714296,61.785675,60.307812,63.433624,1
ENSG00000115902.10_2,ENSG00000115902.10,SLC1A4,chr2:652156,+,protein_coding,-0.625962,0.6479875,0.0073622,0.2074702,1.2834387,1.9094008,1.5225083,1.3814588,1.40096,3.0301142,2.1750452,3.1427955,0
ENSG00000116030.16_2,ENSG00000116030.16,SUMO1,chr2:203070,-,protein_coding,-0.283223,0.8217532,0.018242,0.2547056,3.7994736,4.0826966,13.239735,13.578185,12.003527,17.250799,15.32957,15.322465,0
ENSG00000116151.13_4,ENSG00000116151.13,MORN1,chr1:225269,-,protein_coding,-0.281129,0.8229467,0.002048,0.1522433,0.7769896,1.0581187,0.6552235,0.8037665,0.685212,1.1153469,1.0663788,1.0653083,0
ENSG00000116191.17_3,ENSG00000116191.17,RALGPS2,chr1:178694,+,protein_coding,-0.353205,0.7828433,0.0489882,0.3285381,1.7897832,2.1429879,2.8757164,2.5941868,1.9674451,3.1135998,3.6495609,3.5048145,0
ENSG00000116285.12_2,ENSG00000116285.12,ERRFI1,chr1:806446,-,protein_coding,-0.706955,0.6126117,0.0001139,0.0866373,4.3865411,5.0934963,20.942537,20.076106,18.786277,33.028555,33.939052,32.475797,0
ENSG00000116497.17_3,ENSG00000116497.17,S100PBP,chr1:332823,+,protein_coding,-0.269832,0.829416,0.0335841,0.2981619,1.8353126,2.1051448,2.6117379,2.7349116,2.3686501,2.8900598,3.5172711,3.5321343,0
ENSG00000116574.5_2,ENSG00000116574.5,RHOU,chr1:228870,+,protein_coding,-0.346382,0.7865541,0.0095445,0.2139,3.9832053,4.3295874,15.892999,15.378016,13.296336,19.287148,19.023981,19.009472,0
ENSG00000116668.12_3,ENSG00000116668.12,SWT1,chr1:185126,+,protein_coding,-0.371114,0.7731853,0.0470513,0.3240376,1.0220464,1.3931604,1.1193356,1.2568895,0.7510151,1.4837577,1.8961479,1.5189482,0
ENSG00000116701.14_2,ENSG00000116701.14,NCF2,chr1:183524,-,protein_coding,0.2813023,1.2152914,0.0227271,0.2664462,1.9078932,1.6265909,2.7209089,2.9408958,2.6037552,2.0929864,1.8421167,2.3491766,1
ENSG00000116761.11_2,ENSG00000116761.11,CTH,chr1:708769,+,protein_coding,-1.012436,0.4957084,0.0015926,0.1419323,1.8598311,2.8722675,2.8190692,2.9516057,2.1685731,7.2592196,5.751774,6.0397805,0
ENSG00000116852.14_2,ENSG00000116852.14,KIF21B,chr1:200938,-,protein_coding,-0.751002,0.5941909,0.0132795,0.2355902,1.0992341,1.8502357,1.1582765,1.0543424,1.2178256,3.2894484,1.8585419,2.8228153,0
ENSG00000116990.10_3,ENSG00000116990.10,MYCL,chr1:403610,-,protein_coding,-0.322199,0.7998498,0.0170075,0.2499474,0.7919486,1.1141476,0.7047493,0.6219091,0.8772139,1.3277068,1.0598659,1.1154771,0
ENSG00000117318.8_2,ENSG00000117318.8,ID3,chr1:238844,-,protein_coding,0.4041593,1.3233176,0.0090398,0.2129568,4.9165778,4.5124185,28.07927,27.937136,31.739584,23.606927,20.188432,21.801518,1
ENSG00000117399.13_2,ENSG00000117399.13,CDC20,chr1:438246,+,protein_coding,0.4012032,1.3206088,0.002065,0.1522433,7.1919334,6.7907302,144.82446,142.89502,147.96591,117.84221,103.45677,108.32844,1
ENSG00000117410.13_3,ENSG00000117410.13,ATP6V0B,chr1:444401,+,protein_coding,0.3013626,1.2323078,0.0103196,0.2199347,3.5449325,3.2435698,10.733842,10.090376,11.218179,9.104827,7.9172848,8.4291801,1
ENSG00000117632.22_3,ENSG00000117632.22,STMN1,chr1:262106,-,protein_coding,-0.456279,0.7288637,0.0003116,0.0943724,4.160469,4.616748,17.006573,17.443245,16.219063,22.888091,24.406766,23.333694,0
ENSG00000117676.13_3,ENSG00000117676.13,RPS6KA1,chr1:268562,+,protein_coding,0.2686327,1.2046656,0.0210681,0.2621516,4.1030169,3.8343842,16.652601,17.292343,14.715038,13.874975,13.040813,12.897781,1
ENSG00000118263.14_3,ENSG00000118263.14,KLF7,chr2:207938,-,protein_coding,-0.292888,0.8162665,0.023633,0.2689009,0.9926343,1.2855222,1.1152155,0.9254618,0.9344102,1.2928047,1.6807026,1.3568207,0
ENSG00000118482.11_2,ENSG00000118482.11,PHF3,chr6:643457,+,protein_coding,-0.475813,0.7190617,0.0430068,0.31611,2.9751409,3.4509535,7.3627979,7.6764781,5.7007725,9.026942,11.796646,9.1919404,0
ENSG00000118523.5_2,ENSG00000118523.5,CTGF,chr6:132269,-,protein_coding,0.6003698,1.5161051,0.0002021,0.0943724,2.8080418,2.207672,5.869455,5.992358,6.151028,3.863107,3.621427,3.385676,1
ENSG00000118762.7_2,ENSG00000118762.7,PKD2,chr4:889288,+,protein_coding,-0.281865,0.822527,0.0190544,0.257049,2.0376466,2.3195118,3.4100401,2.7726197,3.1599939,3.7910333,4.2023011,3.9900302,0
ENSG00000118961.14_3,ENSG00000118961.14,LDAH,chr2:208837,-,protein_coding,-0.338232,0.7910099,0.0315712,0.2945658,1.786221,2.1244534,2.718443,2.5771207,2.0847757,3.489998,3.6217501,2.9950291,0
ENSG00000119138.4_2,ENSG00000119138.4,KLF9,chr9:729995,-,protein_coding,-0.62496,0.648438,0.0031561,0.1682903,0.7055277,1.3304872,0.713148,0.584421,0.597679,1.772191,1.231541,1.571116,0
ENSG00000119326.14_3,ENSG00000119326.14,CTNNAL1,chr9:111704,-,protein_coding,-0.391866,0.7621432,0.0415701,0.3140442,4.8211031,5.2129692,27.983461,29.951871,24.179832,31.569533,40.133153,37.086998,0
ENSG00000119699.7_2,ENSG00000119699.7,TGFB3,chr14:76424,-,protein_coding,-0.540906,0.6873394,0.0066785,0.2040161,1.6684622,2.2093677,2.1262223,2.4182792,2.0056894,4.2312303,3.3871539,3.3099392,0
ENSG00000119950.20_4,ENSG00000119950.20,MXI1,chr10:11196,+,protein_coding,-0.495999,0.7090703,0.0291899,0.2885442,1.4754096,1.971409,2.2527561,1.4073902,1.7455517,2.6783925,2.7424328,3.380742,0
ENSG00000120008.15_2,ENSG00000120008.15,WDR11,chr10:12261,+,protein_coding,-0.282513,0.8221577,0.0226533,0.2664462,2.308926,2.5914389,3.9954196,4.300768,3.5947,4.99276,5.4216104,4.6889449,0
ENSG00000120068.6_3,ENSG00000120068.6,HOXB8,chr17:46688,-,protein_coding,-0.295638,0.814712,0.0423783,0.3149427,0.8157461,1.111384,0.8151716,0.6110556,0.8649358,1.269804,1.2874437,0.9424102,0
ENSG00000120262.9_2,ENSG00000120262.9,CCDC170,chr6:151815,+,protein_coding,-0.3162,0.8031828,0.0045334,0.1849138,1.6039683,1.9201681,1.9136438,2.2582198,1.9587679,2.692301,2.8901417,2.7741753,0
ENSG00000120370.12_3,ENSG00000120370.12,GORAB,chr1:170501,+,protein_coding,-0.401579,0.7570294,0.0416778,0.3140442,1.3909509,1.7925296,1.9242832,1.5607903,1.4085759,2.4525636,2.9493483,2.0489369,0
ENSG00000120727.12_3,ENSG00000120727.12,PAIP2,chr5:138677,+,protein_coding,-0.441569,0.7363336,0.0182142,0.2547056,3.7964778,4.2380464,12.343903,12.047574,14.408077,15.828788,19.601374,18.381537,0
ENSG00000121073.13_2,ENSG00000121073.13,SLC35B1,chr17:47778,-,protein_coding,0.2672688,1.2035273,0.0070989,0.2060586,2.9123703,2.6451015,6.5556265,6.2037506,6.8397699,5.2861745,4.9555306,5.5381936,1
ENSG00000121075.9_2,ENSG00000121075.9,TBX4,chr17:59529,+,protein_coding,0.286987,1.2200896,0.0214341,0.2627512,0.6866162,0.3996291,0.6530252,0.4995149,0.6820772,0.4310961,0.2717433,0.2613419,1
ENSG00000121851.12_3,ENSG00000121851.12,POLR3GL,chr1:145456,-,protein_coding,-0.295197,0.8149609,0.0387461,0.3099894,1.358473,1.6536703,1.3737983,1.8417665,1.4991435,2.0133487,2.4162294,2.025636,0
ENSG00000122711.8_2,ENSG00000122711.8,SPINK4,chr9:332183,+,protein_coding,0.4835064,1.3981377,0.0181474,0.2544433,1.3876417,0.9041353,1.6216858,1.9397121,1.3242341,1.0792717,0.7363048,0.815425,1
ENSG00000122779.17_3,ENSG00000122779.17,TRIM24,chr7:138145,+,protein_coding,-0.294162,0.8155457,0.0394179,0.3123648,3.6419935,3.9361559,12.337314,11.92033,10.290312,13.429014,15.69715,13.887576,0
ENSG00000122786.19_3,ENSG00000122786.19,CALD1,chr7:134429,+,protein_coding,-0.507221,0.7035762,0.0096649,0.2153308,2.5208344,3.0280557,4.4955844,4.6937118,5.0413073,6.2657657,8.2645184,7.0631096,0
ENSG00000123106.10_3,ENSG00000123106.10,CCDC91,chr12:28286,+,protein_coding,-0.335403,0.7925629,0.0045109,0.1849138,1.5261187,1.8615214,1.9888615,1.8001126,1.8545736,2.4080409,2.8513788,2.6559508,0
ENSG00000123136.14_2,ENSG00000123136.14,DDX39A,chr19:14519,-,protein_coding,0.2719608,1.2074478,0.0006683,0.114143,4.9870603,4.7150995,30.357853,30.053907,31.756814,25.700676,24.728154,25.377174,1
ENSG00000123179.13_2,ENSG00000123179.13,EBPL,chr13:50234,-,protein_coding,0.6225872,1.5396338,0.0479834,0.3253803,3.7104673,3.0878801,13.413955,8.942992,14.652569,7.8360585,6.5145705,8.2570119,1
ENSG00000123405.13_2,ENSG00000123405.13,NFE2,chr12:54685,-,protein_coding,-0.383075,0.7668014,0.0109515,0.2246724,1.4069813,1.7900564,1.7562149,1.6133685,1.5889101,2.8377548,2.4008561,2.168958,0
ENSG00000123416.15_3,ENSG00000123416.15,TUBA1B,chr12:49521,-,protein_coding,0.3695661,1.2919642,0.0026363,0.1614437,7.9778656,7.6082994,262.7828,251.94664,239.13481,201.84194,196.82312,184.15875,1
ENSG00000123684.12_2,ENSG00000123684.12,LPGAT1,chr1:211916,-,protein_coding,-0.286724,0.8197612,0.0227202,0.2664462,2.5245568,2.8112813,5.0746527,5.0170122,4.2119428,5.75421,6.3415653,5.9739165,0
ENSG00000123836.14_3,ENSG00000123836.14,PFKFB2,chr1:207207,+,protein_coding,-0.279465,0.8238963,0.0322785,0.2958398,2.5588577,2.838323,5.2928679,4.9625902,4.4524935,5.8655197,6.7979072,5.8329708,0
ENSG00000123843.12_3,ENSG00000123843.12,C4BPB,chr1:207262,+,protein_coding,0.3036559,1.2342682,0.008581,0.2112902,3.3497744,3.0461185,9.9151704,8.6573729,9.0521321,7.525717,7.4034162,6.8656083,1
